,Node,Structure_Type,Structure_Name,Structure_Definition
11,regionb-pe02,Routing_Policy,EXPORTOSPF,"{'name': 'EXPORTOSPF', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '1', 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.Disjunction', 'disjuncts': [{'class': 'org.batfish.datamodel.routing_policy.expr.MatchProtocol', 'protocols': ['ospf', 'ospfE1', 'ospfE2', 'ospfIA']}, {'class': 'org.batfish.datamodel.routing_policy.expr.MatchProtocol', 'protocols': ['connected']}, {'class': 'org.batfish.datamodel.routing_policy.expr.MatchProtocol', 'protocols': ['ospf3']}]}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.TraceableStatement', 'innerStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ExitAccept'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.BooleanExprs$StaticBooleanExpr', 'type': 'CallExprContext'}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}], 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'policy-statement EXPORTOSPF term ""1""', 'vendorStructureId': {'filename': 'configs/RegionB-PE02_config.txt', 'structureName': 'EXPORTOSPF 1', 'structureType': 'policy-statement term'}}]}}]}, {'class': 'org.batfish.datamodel.routing_policy.statement.If', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'Return'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.BooleanExprs$StaticBooleanExpr', 'type': 'CallExprContext'}}]}"
12,regiona-pe01,Routing_Policy,ospf-default,"{'name': 'ospf-default', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '__ospf-default__DEFAULT_TERM__', 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'ospf-default:__ospf-default__DEFAULT_TERM__'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.TraceableStatement', 'innerStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ExitAccept'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.BooleanExprs$StaticBooleanExpr', 'type': 'CallExprContext'}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}], 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'policy-statement ospf-default term __ospf-default__DEFAULT_TERM__', 'vendorStructureId': {'filename': 'configs/RegionA-PE01_config.txt', 'structureName': 'ospf-default __ospf-default__DEFAULT_TERM__', 'structureType': 'policy-statement term'}}]}}]}, {'class': 'org.batfish.datamodel.routing_policy.statement.If', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'Return'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.BooleanExprs$StaticBooleanExpr', 'type': 'CallExprContext'}}]}"
13,regiona-pe02,Routing_Policy,ospf-default,"{'name': 'ospf-default', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '__ospf-default__DEFAULT_TERM__', 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'ospf-default:__ospf-default__DEFAULT_TERM__'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.TraceableStatement', 'innerStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ExitAccept'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.BooleanExprs$StaticBooleanExpr', 'type': 'CallExprContext'}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}], 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'policy-statement ospf-default term __ospf-default__DEFAULT_TERM__', 'vendorStructureId': {'filename': 'configs/RegionA-PE02_config.txt', 'structureName': 'ospf-default __ospf-default__DEFAULT_TERM__', 'structureType': 'policy-statement term'}}]}}]}, {'class': 'org.batfish.datamodel.routing_policy.statement.If', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'Return'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.BooleanExprs$StaticBooleanExpr', 'type': 'CallExprContext'}}]}"
14,regionb-pe01,Routing_Policy,ospf-default,"{'name': 'ospf-default', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '__ospf-default__DEFAULT_TERM__', 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'ospf-default:__ospf-default__DEFAULT_TERM__'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.TraceableStatement', 'innerStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ExitAccept'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.BooleanExprs$StaticBooleanExpr', 'type': 'CallExprContext'}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}], 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'policy-statement ospf-default term __ospf-default__DEFAULT_TERM__', 'vendorStructureId': {'filename': 'configs/RegionB-PE01_config.txt', 'structureName': 'ospf-default __ospf-default__DEFAULT_TERM__', 'structureType': 'policy-statement term'}}]}}]}, {'class': 'org.batfish.datamodel.routing_policy.statement.If', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'Return'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.BooleanExprs$StaticBooleanExpr', 'type': 'CallExprContext'}}]}"
15,regionb-pe02,Routing_Policy,ospf-default,"{'name': 'ospf-default', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '__ospf-default__DEFAULT_TERM__', 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'ospf-default:__ospf-default__DEFAULT_TERM__'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.TraceableStatement', 'innerStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ExitAccept'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.BooleanExprs$StaticBooleanExpr', 'type': 'CallExprContext'}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}], 'traceElement': {'fragments': [{'class': 'org.batfish.datamodel.TraceElement$TextFragment', 'text': 'Matched '}, {'class': 'org.batfish.datamodel.TraceElement$LinkFragment', 'text': 'policy-statement ospf-default term __ospf-default__DEFAULT_TERM__', 'vendorStructureId': {'filename': 'configs/RegionB-PE02_config.txt', 'structureName': 'ospf-default __ospf-default__DEFAULT_TERM__', 'structureType': 'policy-statement term'}}]}}]}, {'class': 'org.batfish.datamodel.routing_policy.statement.If', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'Return'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.BooleanExprs$StaticBooleanExpr', 'type': 'CallExprContext'}}]}"
16,regiona-pe01,Routing_Policy,ospf3-default,"{'name': 'ospf3-default', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'Return'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.BooleanExprs$StaticBooleanExpr', 'type': 'CallExprContext'}}]}"
17,regiona-pe02,Routing_Policy,ospf3-default,"{'name': 'ospf3-default', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'Return'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.BooleanExprs$StaticBooleanExpr', 'type': 'CallExprContext'}}]}"
18,regionb-pe01,Routing_Policy,ospf3-default,"{'name': 'ospf3-default', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'Return'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.BooleanExprs$StaticBooleanExpr', 'type': 'CallExprContext'}}]}"
19,regionb-pe02,Routing_Policy,ospf3-default,"{'name': 'ospf3-default', 'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'Return'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.BooleanExprs$StaticBooleanExpr', 'type': 'CallExprContext'}}]}"
20,regionb-ce01,VRF,VR1,{'name': 'VR1'}
21,regionb-ce02,VRF,VR1,{'name': 'VR1'}
22,regiona-acc01,VRF,default,{'name': 'default'}
23,regiona-ce01,VRF,default,"{'name': 'default', 'ospfProcesses': {'1': {'adminCosts': {'ospf': 110, 'ospfE1': 110, 'ospfE2': 110, 'ospfIA': 110, 'ospfIS': 110}, 'areas': {'0': {'injectDefaultRoute': True, 'interfaces': ['Ethernet1', 'Management1', 'Port-Channel1', 'Vlan10', 'Vlan20'], 'metricOfDefaultRoute': 0, 'name': 0, 'stubType': 'NONE'}}, 'exportPolicy': '~OSPF_EXPORT_POLICY:default:1~', 'processId': '1', 'referenceBandwidth': 10000000.0, 'routerId': '1.1.1.3', 'summaryAdminCost': 254, 'summaryDiscardMetric': 0}}}"
24,regiona-ce02,VRF,default,"{'name': 'default', 'ospfProcesses': {'1': {'adminCosts': {'ospf': 110, 'ospfE1': 110, 'ospfE2': 110, 'ospfIA': 110, 'ospfIS': 110}, 'areas': {'0': {'injectDefaultRoute': True, 'interfaces': ['Ethernet2', 'Management1', 'Port-Channel1', 'Vlan10', 'Vlan20'], 'metricOfDefaultRoute': 0, 'name': 0, 'stubType': 'NONE'}}, 'exportPolicy': '~OSPF_EXPORT_POLICY:default:1~', 'processId': '1', 'referenceBandwidth': 10000000.0, 'routerId': '1.1.1.4', 'summaryAdminCost': 254, 'summaryDiscardMetric': 0}}}"
